y,x1,x2
17.73,28.19,95.96
17.71,28.19,96.01
17.68,28.19,96.17
17.65,28.2,96.3
17.62,28.22,96.48
17.59,28.25,96.68
17.57,28.29,96.94
17.54,28.32,97.18
17.51,28.34,97.43
17.48,28.43,97.63
17.46,28.44,97.64
17.43,28.48,97.58
17.4,28.5,97.36
17.47,28.5,97.06
17.53,28.51,96.81
17.6,28.5,96.55
17.66,28.48,96.31
17.73,28.51,96.13
17.79,28.5,95.95
17.86,28.47,95.75
17.93,28.44,95.59
17.99,28.43,95.55
18.06,28.41,95.5
18.12,28.4,95.45
18.19,28.39,95.41
18.25,28.37,95.4
18.32,28.36,95.4
18.39,28.37,95.43
18.45,28.34,95.49
18.52,28.39,95.58
18.58,28.4,95.68
18.65,28.36,95.68
18.71,28.39,95.81
18.78,28.39,95.79
18.85,28.39,95.89
18.91,28.36,95.89
18.98,28.39,96
19.04,28.41,96.15
19.11,28.39,96.35
19.17,28.44,96.58
19.24,28.44,96.88
19.31,28.46,97.03
19.37,28.5,97.16
19.44,28.54,97.4
19.5,28.59,97.43
19.57,28.61,97.51
19.63,28.65,97.66
19.7,28.7,97.86
19.51,28.72,97.82
19.33,28.74,97.74
19.14,28.75,97.51
18.95,28.77,97.17
18.77,28.75,96.77
18.58,28.75,96.34
18.39,28.71,96.04
18.2,28.7,95.74
18.02,28.64,95.55
17.83,28.61,95.37
17.64,28.63,95.23
17.46,28.59,95.15
17.27,28.54,95.14
17.08,28.54,95.09
16.9,28.51,95.02
16.71,28.48,95
16.52,28.47,95.12
16.33,28.47,95.16
16.15,28.47,95.27
15.96,28.46,95.45
15.77,28.46,95.52
15.59,28.46,95.49
15.4,28.46,95.49
15.4,28.47,95.63
15.41,28.47,95.72
15.41,28.46,95.77
15.42,28.47,95.84
15.42,28.47,95.98
15.43,28.47,96
15.43,28.5,96.14
15.44,28.47,96.09
15.44,28.48,96.01
15.44,28.51,95.88
15.45,28.48,95.84
15.45,28.47,95.75
15.46,28.48,95.57
15.46,28.48,95.46
15.47,28.46,95.31
15.47,28.46,95.22
15.48,28.46,95.03
15.48,28.43,94.87
15.48,28.44,94.61
15.49,28.4,94.58
15.49,28.4,94.5
15.5,28.39,94.48
15.5,28.37,94.43
15.51,28.36,94.39
15.51,28.36,94.34
15.52,28.34,94.4
15.52,28.34,94.41
15.52,28.34,94.46
15.53,28.34,94.51
15.53,28.34,94.56
15.54,28.34,94.61
15.54,28.37,94.67
15.55,28.39,94.57
15.55,28.34,94.5
15.56,28.34,94.3
15.56,28.34,94.34
15.56,28.33,94.41
15.57,28.36,94.42
15.57,28.33,94.5
15.58,28.36,93.56
15.58,28.33,93.85
15.59,28.37,94.58
15.59,28.37,95.04
15.6,28.39,95.13
15.6,28.43,95.13
15.6,28.43,94.96
15.61,28.46,94.89
15.61,28.47,94.77
15.62,28.48,94.74
15.62,28.48,94.68
15.63,28.51,94.58
15.63,28.48,94.6
15.64,28.51,94.61
15.64,28.51,94.67
15.64,28.54,94.71
15.65,28.54,94.63
15.65,28.53,94.47
15.66,28.55,94.29
15.66,28.55,94.33
15.67,28.59,94.32
15.67,28.57,94.31
15.68,28.59,94.21
15.68,28.61,94.02
15.68,28.57,93.84
15.69,28.59,93.71
15.69,28.59,93.62
15.7,28.6,93.71
15.7,28.57,93.89
15.71,28.63,94.07
15.71,28.64,93.97
15.72,28.65,93.8
15.72,28.65,93.58
15.72,28.63,93.35
15.73,28.65,93.06
15.73,28.63,92.88
15.74,28.64,92.79
15.74,28.65,92.79
15.75,28.65,92.85
15.75,28.64,92.93
15.76,28.65,92.91
15.76,28.65,92.81
15.76,28.67,92.59
15.77,28.65,92.38
15.77,28.65,92.2
15.78,28.65,91.96
15.78,28.68,91.78
15.79,28.67,91.72
15.79,28.64,91.72
15.8,28.67,91.82
15.8,28.67,92
15.75,28.68,92.43
15.7,28.7,92.63
15.65,28.72,92.81
15.59,28.78,92.82
15.54,28.77,92.79
15.49,28.78,92.63
15.44,28.8,92.48
15.39,28.81,92.46
15.34,28.85,92.59
15.28,28.84,92.61
15.23,28.85,92.74
15.18,28.87,92.81
15.13,28.88,92.89
15.08,28.91,92.88
15.03,28.92,92.76
14.97,28.94,92.67
14.92,28.95,92.41
14.87,28.98,92.16
14.82,28.98,92.08
14.77,28.98,92.04
14.72,29.02,92.06
14.66,29.03,92.18
14.61,29.05,92.18
14.56,29.06,92.04
14.51,29.06,91.85
14.46,29.09,91.72
14.41,29.1,91.4
14.35,29.1,90.95
14.3,29.09,90.62
14.25,29.12,90.17
14.2,29.12,89.88
14.23,29.12,89.55
14.25,29.13,89.5
14.28,29.13,89.09
14.3,29.1,88.77
14.33,29.09,88.59
14.36,29.12,88.62
14.38,29.1,88.6
14.41,29.09,88.69
14.43,29.1,88.83
14.46,29.12,88.46
14.49,29.12,88.53
14.51,29.12,88.43
14.54,29.1,88.55
14.56,29.12,88.69
14.59,29.13,88.73
14.61,29.18,88.82
14.64,29.16,88.66
14.67,29.19,88.54
14.69,29.18,88.37
14.72,29.19,88.33
14.74,29.23,87.81
14.77,29.25,88.3
14.8,29.25,88.58
14.82,29.25,88.8
14.85,29.32,88.81
14.87,29.32,88.79
14.9,29.35,88.62
14.82,29.36,88.3
14.74,29.36,87.98
14.66,29.4,87.69
14.58,29.4,87.37
14.5,29.39,87.09
14.42,29.42,86.91
14.34,29.42,86.73
14.26,29.4,86.55
14.18,29.42,86.5
14.1,29.4,86.44
14.02,29.4,86.51
13.94,29.42,86.62
13.86,29.43,86.61
13.78,29.43,86.51
13.7,29.45,86.53
13.62,29.43,86.49
13.54,29.47,86.48
13.46,29.45,86.45
13.38,29.46,86.37
13.3,29.48,86.28
13.22,29.49,86.2
13.14,29.5,86.12
13.06,29.5,85.75
12.98,29.51,85.55
12.9,29.5,84.57
12.93,29.49,83.34
12.95,29.43,83.81
12.98,29.4,84.83
13,29.37,84.93
13.03,29.37,84.8
13.06,29.36,86.1
13.08,29.39,86.66
13.11,29.4,86.76
13.13,29.46,86.76
13.16,29.47,86.44
13.19,29.53,86.41
13.21,29.57,86.25
13.24,29.57,86.1
13.26,29.61,86.06
13.29,29.64,85.87
13.31,29.64,85.78
13.34,29.68,85.49
13.37,29.71,85.32
13.39,29.73,85.16
13.42,29.74,84.96
13.44,29.74,84.77
13.47,29.77,84.63
13.5,29.78,84.34
13.52,29.8,84.08
13.55,29.81,83.81
13.57,29.8,83.57
13.6,29.81,83.63
13.55,29.8,83.53
13.51,29.82,83.5
13.46,29.85,83.39
13.42,29.84,83.37
13.37,29.85,83.33
13.33,29.87,83.2
13.28,29.87,83.01
13.24,29.87,82.84
13.19,29.87,82.7
13.15,29.88,82.6
13.1,29.88,82.44
13.05,29.88,82.3
13.01,29.9,82.3
12.96,29.88,82.3
12.92,29.88,82.23
12.87,29.9,82.22
12.83,29.88,82.27
12.78,29.9,82.32
12.74,29.9,82.64
12.69,29.91,82.61
12.65,29.95,82.67
12.6,29.94,82.41
12.55,29.95,82.43
12.51,29.95,82.29
12.46,29.97,82.29
12.42,29.98,82.18
12.37,30.01,82.02
12.33,30,82.03
12.28,30.04,81.94
12.24,30,81.82
12.19,30.04,81.78
12.15,30.04,81.63
12.1,30.04,81.73
12.13,30.06,81.72
12.15,30.06,81.8
12.18,30.09,82.13
12.21,30.09,82.08
12.24,30.08,82.01
12.26,30.12,81.8
12.29,30.12,81.74
12.32,30.13,81.55
12.35,30.15,81.4
12.37,30.15,81.21
12.4,30.19,80.82
12.43,30.19,80.55
12.45,30.18,80.43
12.48,30.15,80.33
12.51,30.16,80.24
12.54,30.16,80.16
12.56,30.17,80.07
12.59,30.18,79.98
12.62,30.16,79.96
12.65,30.15,79.89
12.67,30.15,79.79
12.7,30.15,80
12.73,30.15,79.95
12.75,30.13,79.88
12.78,30.15,79.87
12.81,30.15,80.01
12.84,30.16,79.95
12.86,30.16,79.82
12.89,30.19,79.81
12.92,30.16,79.74
12.95,30.18,79.71
12.97,30.19,79.73
13,30.19,79.75
13.03,30.23,80.05
13.06,30.23,80.18
13.1,30.25,80.51
13.13,30.26,80.13
13.16,30.28,79.95
13.19,30.29,79.69
13.23,30.28,79.5
13.26,30.32,79.28
13.29,30.32,79.26
13.32,30.32,79.22
13.35,30.3,79.08
13.39,30.32,79.21
13.42,30.35,79.16
13.45,30.35,79.47
13.48,30.35,79.19
13.52,30.35,79.06
13.55,30.33,79.03
13.58,30.35,78.88
13.61,30.35,78.84
13.65,30.36,78.86
13.68,30.37,78.58
13.71,30.37,78.52
13.74,30.37,78.48
13.77,30.37,78.46
13.81,30.4,78.4
13.84,30.4,78.24
13.87,30.39,78.09
13.9,30.39,78.03
13.94,30.37,78.02
13.97,30.39,78.07
14,30.39,77.96
13.95,30.4,77.75
13.89,30.39,77.68
13.84,30.39,77.63
13.79,30.39,77.68
13.73,30.39,77.67
13.68,30.42,77.57
13.62,30.42,77.51
13.57,30.43,77.5
13.52,30.42,77.47
13.46,30.45,77.37
13.41,30.42,77.42
13.36,30.45,77.28
13.3,30.45,77.25
13.25,30.45,77.18
13.2,30.43,77.19
13.14,30.46,77.25
13.09,30.47,77.09
13.04,30.46,77.07
12.98,30.47,77.1
12.93,30.5,76.99
12.88,30.5,76.86
12.82,30.49,76.5
12.77,30.53,76.66
12.71,30.53,76.71
12.66,30.56,76.64
12.61,30.56,76.51
12.55,30.57,76.21
12.5,30.55,76.31
12.5,30.59,76.23
12.51,30.57,76.28
12.51,30.6,76.18
12.51,30.6,76.13
12.52,30.61,76.09
12.52,30.61,76.04
12.52,30.61,75.91
12.53,30.6,75.97
12.53,30.61,75.96
12.53,30.61,75.97
12.54,30.63,75.91
12.54,30.63,75.82
12.54,30.63,75.77
12.55,30.63,75.72
12.55,30.63,75.86
12.56,30.66,75.79
12.56,30.67,75.66
12.56,30.66,75.48
12.57,30.68,75.45
12.57,30.68,75.41
12.57,30.67,75.26
12.58,30.67,75.24
12.58,30.67,75.25
12.58,30.67,75.21
12.59,30.67,75.14
12.59,30.68,74.96
12.59,30.68,74.98
12.6,30.66,75.01
12.6,30.64,75.01
12.62,30.64,75
12.64,30.64,74.91
12.67,30.63,74.94
12.69,30.64,74.87
12.71,30.64,74.95
12.73,30.64,74.95
12.75,30.61,75
12.77,30.64,74.99
12.8,30.64,74.91
12.82,30.64,74.9
12.84,30.61,74.87
12.86,30.61,74.78
12.88,30.61,74.77
12.9,30.63,74.71
12.93,30.61,74.72
12.95,30.63,74.74
12.97,30.63,74.71
12.99,30.63,74.78
13.01,30.63,74.74
13.03,30.63,74.76
13.06,30.61,74.66
13.08,30.63,74.69
13.1,30.61,74.66
13.08,30.61,74.63
13.06,30.59,74.58
13.04,30.59,74.57
13.02,30.6,74.56
13,30.61,74.56
12.98,30.59,74.49
12.96,30.61,74.44
12.95,30.6,74.47
12.93,30.61,74.36
12.91,30.6,74.33
12.89,30.61,74.34
12.87,30.59,74.3
12.85,30.6,74.19
12.83,30.61,74.16
12.81,30.61,74.25
12.79,30.61,74.24
12.77,30.59,74.15
12.75,30.59,74.36
12.73,30.6,74.41
12.71,30.59,74.54
12.69,30.57,74.59
12.67,30.56,74.57
12.65,30.57,74.71
12.64,30.56,74.77
12.62,30.57,75.02
12.6,30.56,75.16
12.58,30.56,75.23
12.56,30.56,75.38
12.54,30.55,75.47
12.52,30.56,75.47
12.5,30.57,75.81
12.51,30.6,75.67
12.52,30.6,76.05
12.53,30.61,74.62
12.54,30.62,74.67
12.55,30.62,74.71
12.56,30.63,74.75
12.57,30.64,74.8
12.59,30.67,75.01
12.6,30.68,74.6
12.61,30.68,74.66
12.62,30.71,74.5
12.63,30.7,74.52
12.64,30.71,72.77
12.65,30.67,73.26
12.66,30.6,73.24
12.67,30.56,73.82
12.68,30.49,73.81
12.69,30.45,74.79
12.7,30.42,73.92
12.71,30.37,73.21
12.73,30.35,75.47
12.74,30.32,75.51
12.75,30.33,75.89
12.76,30.32,74.31
12.77,30.33,76.08
12.78,30.36,76.26
12.79,30.39,76.03
12.8,30.45,75.87
12.78,30.46,75.75
12.75,30.47,75.63
12.73,30.5,75.49
12.7,30.55,75.44
12.68,30.53,75.41
12.66,30.59,75.33
12.63,30.59,75.26
12.61,30.6,75.21
12.58,30.61,75.15
12.56,30.63,75.07
12.53,30.64,74.95
12.51,30.66,74.86
12.49,30.66,74.68
12.46,30.7,74.98
12.44,30.7,74.62
12.41,30.78,73.43
12.39,30.75,73.43
12.37,30.74,74.2
12.34,30.75,74.29
12.32,30.78,73.86
12.29,30.81,74.29
12.27,30.84,74.29
12.24,30.85,74.12
12.22,30.85,74.14
12.2,30.88,74.05
12.17,30.91,73.97
12.15,30.91,73.86
12.12,30.94,73.33
12.1,30.94,73.4
12.11,30.95,73.32
12.12,30.95,72.69
12.13,30.92,72.96
12.14,30.9,72.9
12.15,30.9,73.3
12.16,30.85,73.84
12.17,30.87,73.89
12.18,30.87,73.63
12.18,30.88,73.87
12.19,30.9,73.51
12.2,30.94,73.25
12.21,30.95,73.6
12.22,30.92,73.62
12.23,30.95,73.23
12.24,30.96,73.38
12.25,30.94,73.41
12.26,30.95,73.73
12.27,30.98,73.76
12.28,31.01,73.57
12.29,31.02,72.97
12.3,31.07,72.83
12.31,31.08,72.97
12.32,31.07,72.93
12.32,31.08,72.79
12.33,31.07,72.56
12.34,31.05,72.73
12.35,31.05,72.75
12.36,31.05,72.62
12.37,31.04,72.44
12.38,31.04,72.74
12.39,31.03,72.9
12.4,31.02,73.06
12.4,31.02,73.23
12.4,31.01,73.39
12.4,31.04,73.2
12.4,31.05,73.65
12.4,31.12,73.78
12.4,31.19,73.87
12.4,31.22,73.67
12.4,31.29,73.58
12.4,31.32,73.51
12.4,31.38,73.49
12.4,31.43,73.45
12.4,31.49,73.31
12.4,31.54,73.08
12.4,31.56,72.82
12.4,31.57,71.67
12.4,31.59,71.76
12.4,31.51,72.65
12.4,31.53,72.47
12.4,31.53,71.79
12.4,31.49,73.07
12.4,31.47,73.38
12.4,31.46,73.61
12.4,31.49,73.82
12.4,31.56,73.69
12.4,31.59,71.82
12.4,31.62,72.18
12.4,31.59,71.25
12.4,31.53,71.76
12.4,31.47,73.01
12.4,31.43,73.33
12.4,31.42,73.88
12.4,31.45,74.07
12.4,31.46,74.07
12.4,31.53,74.06
12.4,31.57,73.86
12.4,31.63,73.73
12.4,31.66,73.52
12.4,31.7,73.3
12.4,31.76,73.13
12.4,31.81,71.98
12.4,31.8,71.07
12.4,31.73,71.37
12.4,31.67,73.11
12.4,31.65,73.59
12.4,31.66,73.88
12.4,31.67,74.06
12.4,31.72,73.57
12.4,31.73,73.47
12.4,31.78,73.95
12.4,31.81,73.99
12.4,31.84,73.29
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
12.4,31.9,72.52
21.6,34.03,96.21
21.6,34.03,96.21
21.6,34.03,96.21
21.6,34.03,96.21
21.58,34.17,93.85
21.57,34.24,90.16
21.55,34.24,86.84
21.54,34.21,84.26
21.52,34.16,82.2
21.51,34.03,81.07
21.49,33.86,80.53
21.47,33.7,79.85
21.46,33.55,79.32
21.44,33.41,78.4
21.43,33.22,78.71
21.41,33.07,78.85
21.39,32.91,79.43
21.38,32.75,79.71
21.36,32.63,80.5
21.35,32.49,80.99
21.33,32.4,80.71
21.32,32.31,80.74
21.3,32.18,80.72
21.12,32.1,80.88
20.95,32.01,80.94
20.77,31.91,81.16
20.6,31.81,81.7
20.42,31.74,81.91
20.25,31.67,82.31
20.07,31.6,82.55
19.89,31.57,82.92
19.72,31.54,79.63
19.54,31.51,82.17
19.37,31.53,82.03
19.19,31.5,81.88
19.02,31.47,81.91
18.84,31.43,82.1
18.66,31.39,82.55
18.49,31.35,83.35
18.31,31.3,83.5
18.14,31.3,83.85
17.96,31.25,83.91
17.78,31.23,84.09
17.61,31.22,84.48
17.43,31.18,84.62
17.26,31.14,84.81
17.08,31.12,85
16.91,31.07,85.62
16.73,31.07,86.18
16.55,31.04,86.8
16.38,30.99,87.17
16.2,30.99,87.51
16.03,30.95,87.27
15.85,30.96,87.22
15.68,30.95,87.33
15.5,30.93,87.45
15.89,30.92,87.56
16.28,30.92,88.05
16.67,30.9,88.02
17.06,30.9,88.45
17.45,30.85,88.58
17.85,30.85,88.53
18.24,30.85,88.65
18.63,30.85,88.94
19.02,30.85,89.46
19.41,30.85,89.72
19.8,30.87,89.67
20.19,30.85,89.84
20.58,30.87,89.8
20.97,30.88,89.52
21.36,30.9,90.01
21.75,30.91,90.14
22.15,30.95,90.41
22.54,30.94,90.47
22.93,30.99,90.51
23.32,30.99,90.51
23.71,31.04,88.64
24.1,31.07,90.03
24.03,31.07,90.35
23.95,31.08,90.48
23.88,31.08,90.45
23.81,31.1,90.46
23.74,31.11,90.18
23.66,31.14,90.3
23.59,31.14,90.42
23.52,31.15,90.44
23.45,31.15,90.11
23.37,31.16,90.12
23.3,31.21,89.69
23.02,31.19,89.96
22.74,31.21,89.83
22.47,31.21,89.64
22.19,31.19,89.58
21.91,31.19,89.49
21.63,31.21,89.78
21.36,31.21,90.01
21.08,31.21,90.15
20.8,31.22,90.13
20.61,31.22,90.06
20.41,31.23,90.04
20.22,31.23,90.03
20.03,31.23,90.06
19.84,31.22,90.31
19.64,31.23,90.45
19.45,31.21,90.43
19.26,31.21,90.83
19.06,31.22,90.94
18.87,31.25,91.07
18.68,31.25,91.23
18.49,31.23,91.17
18.29,31.26,90.96
18.1,31.23,90.94
18.12,31.25,90.89
18.14,31.26,91.14
18.16,31.26,91.5
18.18,31.26,91.79
18.2,31.28,91.67
18.22,31.35,92.55
18.24,31.39,93.09
18.26,31.42,93.63
18.28,31.47,93.71
18.3,31.53,93.89
18.58,31.59,93.86
18.87,31.65,93.83
19.15,31.67,93.94
19.43,31.73,94
19.72,31.74,93.86
20,31.76,93.93
20.28,31.8,94
20.57,31.8,94.03
20.85,31.84,94.1
21.13,31.87,94.08
21.42,31.88,93.94
21.7,31.88,93.8
21.98,31.89,93.65
22.27,31.9,93.51
22.55,31.83,87.66
22.83,31.81,86.25
23.12,31.81,90.05
23.4,31.8,91.72
23.02,31.83,92.25
22.64,31.84,92.64
22.25,31.87,92.92
21.87,31.91,93.17
21.49,31.9,93.34
21.11,31.88,91.64
20.72,31.85,89.33
20.34,31.85,91.08
19.96,31.84,91.95
19.58,31.87,92.41
19.19,31.85,92.97
18.81,31.85,93.11
18.43,31.84,93.45
18.05,31.85,93.44
17.66,31.85,93.56
17.28,31.88,93.65
16.9,31.85,93.49
16.85,31.84,93.08
16.79,31.88,93.69
16.74,31.87,93.72
16.69,31.87,94.04
16.64,31.88,94.38
16.58,31.9,94.47
16.53,31.91,94.6
16.48,31.94,94.81
16.42,31.94,94.99
16.37,31.97,95.16
16.32,32,95.07
16.26,32,94.99
16.21,32.01,95.09
16.16,32.03,94.73
16.11,32,94.32
16.05,31.98,93.88
16,31.97,93.77
15.94,31.94,93.61
15.89,31.9,93.6
15.83,31.88,93.51
15.78,31.84,93.35
15.72,31.8,93.5
15.66,31.78,93.65
15.61,31.77,93.75
15.55,31.7,93.76
15.49,31.72,93.71
15.44,31.66,93.64
15.38,31.65,93.67
15.32,31.62,93.53
15.27,31.57,93.28
15.21,31.53,93.11
15.16,31.5,93.04
15.1,31.46,92.98
15.1,31.4,93.02
15.09,31.35,93.01
15.09,31.35,92.96
15.08,31.3,92.9
15.08,31.22,92.71
15.07,31.18,92.55
15.07,31.12,92.35
15.06,31.05,92.23
15.06,31.01,92.14
15.05,30.95,92.15
15.05,30.9,92.34
15.04,30.83,92.51
15.04,30.81,92.73
15.03,30.75,92.94
15.03,30.74,93.11
15.02,30.7,93.38
15.02,30.7,93.69
15.01,30.64,94.02
15.01,30.64,94.29
15,30.64,94.67
15,30.66,94.99
15.02,30.66,95.41
15.04,30.67,95.52
15.07,30.69,95.62
15.09,30.7,95.73
15.11,30.73,95.86
15.13,30.71,95.81
15.15,30.73,95.68
15.17,30.73,95.65
15.2,30.71,95.59
15.22,30.73,95.54
15.24,30.73,95.73
15.26,30.74,95.95
